first_name,last_name,full_name,department,organization,organization_type,country,leader,team_id,position,times_cited,api_name,gender,probability,count
Tarundeep,Singh,"Tarundeep, Singh",Chandigarh 260012,Postgrad Inst Med Educ & Res,Institute,India,"Tarundeep, Singh",1780,"last, leader",1,Tarundeep,male,1,9
Debanjana,Chakravarty,"Debanjana, Chakravarty",Biol Sci,Indian Inst Sci Educ & Res Kolkata,Institute,India,"Jayasri, Das Sarma",1781,first,0,Debanjana,female,1,2
Jayasri,Das Sarma,"Jayasri, Das Sarma",Biol Sci,Indian Inst Sci Educ & Res Kolkata,Institute,India,"Jayasri, Das Sarma",1781,leader,0,Jayasri,female,0.94,17
Deepak,Garg,"Deepak, Garg",Pulm Med,Postgrad Inst Med Educ & Res PGIMER,Institute,India,"Ritesh, Agarwal",1782,first,1,Deepak,male,0.99,5210
Valliappan,Muthu,"Valliappan, Muthu",Pulm Med,Postgrad Inst Med Educ & Res PGIMER,Institute,India,"Ritesh, Agarwal",1782,other,1,Valliappan,male,1,9
Inderpaul Singh,Sehgal,"Inderpaul Singh, Sehgal",Pulm Med,Postgrad Inst Med Educ & Res PGIMER,Institute,India,"Ritesh, Agarwal",1782,other,1,Inderpaul,male,1,2
Ritesh,Agarwal,"Ritesh, Agarwal",Pulm Med,Postgrad Inst Med Educ & Res PGIMER,Institute,India,"Ritesh, Agarwal",1782,leader,1,Ritesh,male,0.99,1096
Raja,Ramachandran,"Raja, Ramachandran",Nephrol,Postgrad Inst Med Educ & Res PGIMER,Institute,India,"Ritesh, Agarwal",1782,other,1,Raja,male,0.7,7822
Harsimran,Kaur,"Harsimran, Kaur",Med Microbiol,Postgrad Inst Med Educ & Res PGIMER,Institute,India,"Ritesh, Agarwal",1782,other,1,Harsimran,male,0.78,45
Arunaloke,Chakrabarti,"Arunaloke, Chakrabarti",Med Microbiol,Postgrad Inst Med Educ & Res PGIMER,Institute,India,"Ritesh, Agarwal",1782,other,1,Arunaloke,female,1,0
Ashish,Bhalla,"Ashish, Bhalla",Internal Med,Postgrad Inst Med Educ & Res PGIMER,Institute,India,"Ritesh, Agarwal",1782,other,1,Ashish,male,0.99,3872
Goverdhan D,Puri,"Goverdhan D, Puri",Anesthesia & Intens Care,Postgrad Inst Med Educ & Res PGIMER,Institute,India,"Ritesh, Agarwal",1782,last,1,Goverdhan,male,1,9
Avir,Sarkar,"Avir, Sarkar",Obstet & Gynecol,Postgrad Inst Med Educ & Res PGIMER,Institute,India,"Pradip Kumar, Saha",1783,first,0,Avir,male,0.69,13
Pradip Kumar,Saha,"Pradip Kumar, Saha",Obstet & Gynecol,Postgrad Inst Med Educ & Res PGIMER,Institute,India,"Pradip Kumar, Saha",1783,leader,0,Pradip,male,1,418
Aashima,Arora,"Aashima, Arora",Obstet & Gynecol,Postgrad Inst Med Educ & Res PGIMER,Institute,India,"Pradip Kumar, Saha",1783,last,0,Aashima,female,1,12
Charan T R,Vegivinti,"Charan T R, Vegivinti",Kasturba Med Coll,Manipal Acad Higher Educ MAHE,Academy,India,"Kevin M, Kallmes",1784,first,0,Charan,male,0.95,260
Pragadeesh T,Selvan,"Pragadeesh T, Selvan",Kasturba Med Coll,Manipal Acad Higher Educ MAHE,Academy,India,"Kevin M, Kallmes",1784,other,0,Pragadeesh,male,1,7
Kavitha,Saravu,"Kavitha, Saravu",Kasturba Med Coll,Manipal Acad Higher Educ MAHE,Academy,India,"Kevin M, Kallmes",1784,other,0,Kavitha,female,1,457
Nitin,Gupta,"Nitin, Gupta",Kasturba Med Coll,Manipal Acad Higher Educ MAHE,Academy,India,"Kevin M, Kallmes",1784,other,0,Nitin,male,1,2710
Yashwitha S,Pulakurthi,"Yashwitha S, Pulakurthi",Hyderabad,Kamineni Acad Med Sci & Res Ctr,Academy,India,"Kevin M, Kallmes",1784,other,0,Yashwitha,female,1,4
Praneeth R,Keesari,"Praneeth R, Keesari",Hyderabad,Kamineni Acad Med Sci & Res Ctr,Academy,India,"Kevin M, Kallmes",1784,other,0,Praneeth,male,0.99,84
Varsha,Sriram,"Varsha, Sriram",Kasturba Med Coll,Manipal Acad Higher Educ MAHE,Academy,India,"Kevin M, Kallmes",1784,other,0,Varsha,female,0.98,429
Spandana,Chittajallu,"Spandana, Chittajallu",Kakinada,Rangaraya Med Coll,College,India,"Kevin M, Kallmes",1784,other,0,Spandana,female,0.93,14
Rewanth R,Katamreddy,"Rewanth R, Katamreddy",Gen Surg,Kempegowda Inst Med Sci,Institute,India,"Kevin M, Kallmes",1784,other,0,Rewanth,male,1,5
Preet Amol,Singh,"Preet Amol, Singh",Pharmaceut Sci & Technol,Maharaja Ranjit Singh Punjab Tech Univ,University,India,"Howard E, Gendelman",1785,other,1,Preet,male,0.79,620
Ashish,Baldi,"Ashish, Baldi",Pharmaceut Sci & Technol,Maharaja Ranjit Singh Punjab Tech Univ,University,India,"Howard E, Gendelman",1785,other,1,Ashish,male,0.99,3872
Neha,Bajwa,"Neha, Bajwa",Pharmaceut Sci & Technol,Maharaja Ranjit Singh Punjab Tech Univ,University,India,"Howard E, Gendelman",1785,other,1,Neha,female,0.97,2082
Howard E,Gendelman,"Howard E, Gendelman",Pharmaceut Sci & Technol,Maharaja Ranjit Singh Punjab Tech Univ,University,India,"Howard E, Gendelman",1785,leader,1,Howard,male,0.99,3213
Tapan A,Patel,"Tapan A, Patel",Biol Sci,Charotar Univ Sci & Technol CHARUSAT,University,India,"Howard E, Gendelman",1785,other,1,Tapan,male,0.99,215
Keshav,Rajarshi,"Keshav, Rajarshi",Sch Community Sci & Technol SOCSAT,Indian Inst Engn Sci & Technol IIEST,Institute,India,"Shashikant, Ray",1786,first,0,Keshav,male,1,406
Rajni,Khan,"Rajni, Khan",Motihari 845401,Motihari Coll Engn,College,India,"Shashikant, Ray",1786,other,0,Rajni,female,0.74,194
Mrityunjay K,Singh,"Mrityunjay K, Singh",Chennai,Indian Inst Technol Madras,Institute,India,"Shashikant, Ray",1786,other,0,Mrityunjay,male,1,21
Tushar,Ranjan,"Tushar, Ranjan",Mol Biol & Genet Engn,Bihar Agr Univ,University,India,"Shashikant, Ray",1786,other,0,Tushar,male,0.99,1097
Shashikant,Ray,"Shashikant, Ray",Biotechnol,Mahatma Gandhi Cent Univ Motihari,University,India,"Shashikant, Ray",1786,"last, leader",0,Shashikant,male,0.99,153
Kajal,Rawat,"Kajal, Rawat",Pharmacol,Post Grad Inst Med Educ & Res PGIMER,Institute,India,"Lekha, Saha",1787,first,19,Kajal,female,0.84,291
Puja,Kumari,"Puja, Kumari",Pharmacol,Post Grad Inst Med Educ & Res PGIMER,Institute,India,"Lekha, Saha",1787,other,19,Puja,female,0.82,307
Lekha,Saha,"Lekha, Saha",Pharmacol,Post Grad Inst Med Educ & Res PGIMER,Institute,India,"Lekha, Saha",1787,"last, leader",19,Lekha,female,0.88,43
Abhijit,Chhetri,"Abhijit, Chhetri",Microbiol,St Josephs Coll,College,India,"Dhiraj, Brahman",1788,first,1,Abhijit,male,0.99,580
Sailesh,Chettri,"Sailesh, Chettri",Chem,St Josephs Coll,College,India,"Dhiraj, Brahman",1788,other,1,Sailesh,male,0.98,170
Dhiraj,Brahman,"Dhiraj, Brahman",Chem,St Josephs Coll,College,India,"Dhiraj, Brahman",1788,leader,1,Dhiraj,male,0.99,465
Pranesh,Rai,"Pranesh, Rai",Chem,Univ North Bengal,University,India,"Dhiraj, Brahman",1788,other,1,Pranesh,male,1,78
Dipu Kumar,Mishra,"Dipu Kumar, Mishra",Chem,Univ North Bengal,University,India,"Dhiraj, Brahman",1788,other,1,Dipu,male,0.96,108
Biswajit,Sinha,"Biswajit, Sinha",Chem,Univ North Bengal,University,India,"Dhiraj, Brahman",1788,last,1,Biswajit,male,0.99,245
Kanika K,Ahuja,"Kanika K, Ahuja",Psychol,Lady Shri Ram Coll Women,College,India,"Debanjan, Banerjee",1789,first,0,Kanika,female,0.94,230
Ananya,Khandelwal,"Ananya, Khandelwal",Psychol,Ashoka Univ,University,India,"Debanjan, Banerjee",1789,other,0,Ananya,female,0.91,250
Debanjan,Banerjee,"Debanjan, Banerjee",Psychiat,Natl Inst Mental Hlth & Neurosci NIMHANS,Institute,India,"Debanjan, Banerjee",1789,"last, leader",0,Debanjan,male,1,33
Carolin Elizabeth,George,"Carolin Elizabeth, George",Div Community Hlth & Family Med,Bangalore Baptist Hosp,Hospital,India,"Leeberk Raja, Inbaraj",1790,first,1,Carolin,female,0.96,7078
Leeberk Raja,Inbaraj,"Leeberk Raja, Inbaraj",Div Community Hlth & Family Med,Bangalore Baptist Hosp,Hospital,India,"Leeberk Raja, Inbaraj",1790,leader,1,Leeberk,male,0.88,13722
Sindhulina,Chandrasingh,"Sindhulina, Chandrasingh",Microbiol,Bangalore Baptist Hosp,Hospital,India,"Leeberk Raja, Inbaraj",1790,other,1,Sindhulina,female,1,0
Biswaranjan,Paital,"Biswaranjan, Paital",Coll Basic Sci & Humanities,Odisha Univ Agr & Technol,University,India,"Mohammad Mahdi, Emamjomeh",1791,other,2,Biswaranjan,male,1,27
Asha,Bhardwaj,"Asha, Bhardwaj",Biotechnol,All India Inst Med Sci,Institute,India,"Rupesh K, Srivastava",1792,first,0,Asha,female,0.89,1247
Leena,Sapra,"Leena, Sapra",Biotechnol,All India Inst Med Sci,Institute,India,"Rupesh K, Srivastava",1792,other,0,Leena,female,0.96,2151
Chaman,Saini,"Chaman, Saini",Biotechnol,All India Inst Med Sci,Institute,India,"Rupesh K, Srivastava",1792,other,0,Chaman,male,0.97,178
Zaffar,Azam,"Zaffar, Azam",Biotechnol,All India Inst Med Sci,Institute,India,"Rupesh K, Srivastava",1792,other,0,Zaffar,male,0.97,61
Bhupendra,Verma,"Bhupendra, Verma",Biotechnol,All India Inst Med Sci,Institute,India,"Rupesh K, Srivastava",1792,other,0,Bhupendra,male,0.98,195
Rupesh K,Srivastava,"Rupesh K, Srivastava",Biotechnol,All India Inst Med Sci,Institute,India,"Rupesh K, Srivastava",1792,leader,0,Rupesh,male,0.99,517
Pradyumna K,Mishra,"Pradyumna K, Mishra",Mol Biol,ICMR NIREH,Research,India,"Rupesh K, Srivastava",1792,other,0,Pradyumna,male,0.97,38
Gyan C,Mishra,"Gyan C, Mishra",Natl Ctr Cell Sci NCCS,Savitribai Phule Pune Univ Campus,University,India,"Rupesh K, Srivastava",1792,last,0,Gyan,male,0.91,257
Pukar,Khanal,"Pukar, Khanal",KLE Coll Pharm Belagavi,KLE Acad Higher Educ & Res KAHER,Academy,India,"Rupesh, Chikhale",1793,first,3,Pukar,male,1,20
B M,Patil,"B M, Patil",KLE Coll Pharm Belagavi,KLE Acad Higher Educ & Res KAHER,Academy,India,"Rupesh, Chikhale",1793,other,3,Patil,male,0.76,42
Yadu Nandan,Dey,"Yadu Nandan, Dey",Sch Pharmaceut Technol,Adamas Univ,University,India,"Rupesh, Chikhale",1793,other,3,Yadu,male,0.96,26
Rajesh,Patil,"Rajesh, Patil",Sinhgad Tech Educ Soc,Smt Kashibai Navale Coll Pharm,College,India,"Rupesh, Chikhale",1793,other,3,Rajesh,male,0.99,5461
Manish M,Wanjari,"Manish M, Wanjari",Gwalior 474009,Reg Ayurveda Res Inst Drug Dev,Institute,India,"Rupesh, Chikhale",1793,other,3,Manish,male,0.99,3879
Bhavana,Srivastava,"Bhavana, Srivastava",Gwalior 474009,Reg Ayurveda Res Inst Drug Dev,Institute,India,"Rupesh, Chikhale",1793,other,3,Bhavana,female,0.96,83
Shailendra S,Gurav,"Shailendra S, Gurav",Pharmacognosy,Goa Univ,University,India,"Rupesh, Chikhale",1793,other,3,Shailendra,male,0.99,474
Sudesh N,Gaidhani,"Sudesh N, Gaidhani",New Delhi 110058,Cent Council Res Ayurved Sci,Research,India,"Rupesh, Chikhale",1793,last,3,Sudesh,male,0.98,199
Sandeep,Arora,"Sandeep, Arora",Dermatol,Base Hosp Delhi Cantt,Hospital,India,"Sandeep, Arora",1794,"first, leader",1,Sandeep,male,0.98,4494
Gautam Kumar,Singh,"Gautam Kumar, Singh",Dermatol,Base Hosp Delhi Cantt,Hospital,India,"Sandeep, Arora",1794,other,1,Gautam,male,0.99,837
Amit,Bahuguna,"Amit, Bahuguna",Dermatol,Base Hosp Delhi Cantt,Hospital,India,"Sandeep, Arora",1794,other,1,Amit,male,0.99,8292
Pankaj,Das,"Pankaj, Das",Dermatol,Base Hosp Delhi Cantt,Hospital,India,"Sandeep, Arora",1794,other,1,Pankaj,male,0.99,2920
Prachi,Verma,"Prachi, Verma",Dermatol,Base Hosp Delhi Cantt,Hospital,India,"Sandeep, Arora",1794,other,1,Prachi,female,0.98,245
Anuj,Bhatnagar,"Anuj, Bhatnagar",Dermatol,Command Hosp Air Force Bangalore,Hospital,India,"Sandeep, Arora",1794,other,1,Anuj,male,1,1000
Reetika,Pal,"Reetika, Pal",Dermatol,Command Hosp Air Force Bangalore,Hospital,India,"Sandeep, Arora",1794,last,1,Reetika,female,1,20
Mansi,Jain,"Mansi, Jain",Univ Sch Management Studies,Guru Gobind Singh Indraprastha Univ,University,India,"Gagan Deep, Sharma",1795,first,1,Mansi,female,0.76,287
Gagan Deep,Sharma,"Gagan Deep, Sharma",Univ Sch Management Studies,Guru Gobind Singh Indraprastha Univ,University,India,"Gagan Deep, Sharma",1795,leader,1,Gagan,male,0.94,725
Meenu,Goyal,"Meenu, Goyal",Sri Aurobindo Coll Commerce & Management,Punjab Univ,University,India,"Gagan Deep, Sharma",1795,other,1,Meenu,female,0.95,145
Robin,Kaushal,"Robin, Kaushal",Sri Aurobindo Coll Commerce & Management,Punjab Univ,University,India,"Gagan Deep, Sharma",1795,other,1,Robin,male,0.93,34003
Monica,Sethi,"Monica, Sethi",Sri Aurobindo Coll Commerce & Management,Punjab Univ,University,India,"Gagan Deep, Sharma",1795,last,1,Monica,female,0.99,81357
Pralhad,Wangikar,"Pralhad, Wangikar",Pune,PRADO Pvt Ltd,Others,India,"Pralhad, Wangikar",1796,"first, leader",0,Pralhad,male,1,30
T R,Giridhar,"T R, Giridhar",Thana,Just Bespoke Advisory LLP,Others,India,"Pralhad, Wangikar",1796,other,0,Giridhar,male,0.97,63
Sarbashri,Bank,"Sarbashri, Bank",Biochem,Vidyasagar Univ,University,India,"Sarbashri, Bank",1797,"first, leader",0,Sarbashri,male,0.75,4
Sarbashri,Bank,"Sarbashri, Bank",Cardiovasc Dis Sect,Sinha Inst Med Sci & Technol,Institute,India,"Sarbashri, Bank",1797,leader,0,Sarbashri,male,0.75,4
Subrata Kumar,De,"Subrata Kumar, De",Zool,Vidyasagar Univ,University,India,"Sarbashri, Bank",1797,other,0,Subrata,male,0.97,226
Biswabandhu,Bankura,"Biswabandhu, Bankura",Zool,Univ Calcutta,University,India,"Sarbashri, Bank",1797,other,0,Biswabandhu,male,1,1
Madhusudan,Das,"Madhusudan, Das",Zool,Univ Calcutta,University,India,"Sarbashri, Bank",1797,other,0,Madhusudan,male,0.99,89
Smarajit,Maiti,"Smarajit, Maiti",Biochem & Biotechnol,OIST,Institute,India,"Sarbashri, Bank",1797,other,0,Smarajit,male,1,8
Sunil,Kumar,"Sunil, Kumar",Math,Natl Inst Technol,Institute,India,"Sunil, Kumar",1798,"last, leader",2,Sunil,male,0.99,4549
Mohd,Iqbal Yatoo,"Mohd, Iqbal Yatoo",Fac Vet Sci & Anim Husb,Sher E Kashmir Univ Agr Sci & Technol Kashmir,University,India,,1799,first,1,Mohd,male,0.98,27080
Izhar,Rather,"Izhar, Rather",Fac Vet Sci & Anim Husb,Sher E Kashmir Univ Agr Sci & Technol Kashmir,University,India,,1799,other,1,Izhar,male,0.97,193
Qurat Ul Ain,Nazir,"Qurat Ul Ain, Nazir",Fac Vet Sci & Anim Husb,Sher E Kashmir Univ Agr Sci & Technol Kashmir,University,India,,1799,other,1,Qurat,female,0.89,19
Riyaz Ahmed,Bhat,"Riyaz Ahmed, Bhat",Fac Vet Sci & Anim Husb,Sher E Kashmir Univ Agr Sci & Technol Kashmir,University,India,,1799,other,1,Riyaz,male,0.98,376
Abrar,Ul Haq,"Abrar, Ul Haq",Fac Vet Sci & Anim Husb,Sher E Kashmir Univ Agr Sci & Technol Kashmir,University,India,,1799,other,1,Abrar,male,0.66,764
Zeenat,Hamid,"Zeenat, Hamid",Biotechnol,Univ Kashmir,University,India,,1799,other,1,Zeenat,female,0.96,160
Suhail Nabi,Magray,"Suhail Nabi, Magray",Fac Vet Sci & Anim Husb,Sher E Kashmir Univ Agr Sci & Technol Kashmir,University,India,,1799,other,1,Suhail,male,0.96,859
Zulfqar,Haq,"Zulfqar, Haq",ICAR Ctr Res Poultry,Sher E Kashmir Univ Agr Sci & Technol Kashmir,University,India,,1799,other,1,Zulfqar,male,0.89,9
Ruchi,Tiwari,"Ruchi, Tiwari",Vet Microbiol & Immunol,UP Pandit Deen Dayal Upadhayay Pashu Chikitsa Vig,Research,India,,1799,other,1,Ruchi,female,0.91,291
SenthilKumar,Natesan,"SenthilKumar, Natesan",Infect Dis,Indian Inst Publ Hlth Gandhinagar,Institute,India,,1799,other,1,SenthilKumar,male,0.99,149
Kuldeep,Dhama,"Kuldeep, Dhama",Div Pathol,ICAR Indian Vet Res Inst,Institute,India,,1799,last,1,Kuldeep,male,0.99,779
Saurav,Mandal,"Saurav, Mandal",Sch Computat & Integrat Sci,Jawaharlal Nehru Univ,University,India,"Saurav, Mandal",1800,"first, leader",0,Saurav,male,0.99,449
Alok,Bhattacharya,"Alok, Bhattacharya",Biol,Ashoka Univ,University,India,"Saurav, Mandal",1800,last,0,Alok,male,0.99,965
Manikannan,Mathayan,"Manikannan, Mathayan",Ctr Drug Discovery & Dev,Sathyabama Inst Sci & Technol,Institute,India,"Barry T, Rouse",1801,last,1,Manikannan,male,1,3
Mihir,Bhatta,"Mihir, Bhatta",Div Virol,ICMR Natl Inst Cholera & Enter Dis,Institute,India,"Malay Kumar, Saha",1802,first,0,Mihir,male,1,293
Srijita,Nandi,"Srijita, Nandi",Div Virol,ICMR Natl Inst Cholera & Enter Dis,Institute,India,"Malay Kumar, Saha",1802,other,0,Srijita,female,1,3
Malay Kumar,Saha,"Malay Kumar, Saha",Div Virol,ICMR Natl Inst Cholera & Enter Dis,Institute,India,"Malay Kumar, Saha",1802,leader,0,Malay,male,0.82,119
Shanta,Dutta,"Shanta, Dutta",Div Bacteriol,ICMR Natl Inst Cholera & Enter Dis,Institute,India,"Malay Kumar, Saha",1802,last,0,Shanta,female,0.76,127
Hansika,Kapoor,"Hansika, Kapoor",Mumbai,Monk Prayogshala,Research,India,"Hansika, Kapoor",1803,"first, leader",1,Hansika,female,1,11
Arunima,Ticku,"Arunima, Ticku",Mumbai,Monk Prayogshala,Research,India,"Hansika, Kapoor",1803,other,1,Arunima,female,1,30
Anirudh,Tagat,"Anirudh, Tagat",Mumbai,Monk Prayogshala,Research,India,"Hansika, Kapoor",1803,other,1,Anirudh,male,0.98,239
Sampada,Karandikar,"Sampada, Karandikar",Mumbai,Monk Prayogshala,Research,India,"Hansika, Kapoor",1803,other,1,Sampada,female,1,20
Rahul,Jain,"Rahul, Jain",Univ Teaching,Rajasthan Tech Univ Kota,University,India,"Rahul, Jain",1804,"first, leader",0,Rahul,male,0.99,9912
Kunj Bihari,Rana,"Kunj Bihari, Rana",Univ Teaching,Rajasthan Tech Univ Kota,University,India,"Rahul, Jain",1804,other,0,Kunj,male,0.96,27
Makkhan Lal,Meena,"Makkhan Lal, Meena",Mech Engn,Malaviya Natl Inst Technol,Institute,India,"Rahul, Jain",1804,last,0,Makkhan,male,1,2
Sinjini,Patra,"Sinjini, Patra",Sch Basic Sci,Indian Inst Technol Bhubaneswar,Institute,India,"Anasuya, Roychowdhury",1805,first,1,Sinjini,female,1,2
Shivam,Saxena,"Shivam, Saxena",Sch Basic Sci,Indian Inst Technol Bhubaneswar,Institute,India,"Anasuya, Roychowdhury",1805,other,1,Shivam,male,0.99,525
Anasuya,Roychowdhury,"Anasuya, Roychowdhury",Sch Basic Sci,Indian Inst Technol Bhubaneswar,Institute,India,"Anasuya, Roychowdhury",1805,leader,1,Anasuya,female,1,8
Nilanjan,Sahu,"Nilanjan, Sahu",SK Dash Ctr Excellence Biosci & Engn & Technol SK,Indian Inst Technol Bhubaneswar,Institute,India,"Anasuya, Roychowdhury",1805,other,1,Nilanjan,male,0.98,50
Biswaranjan,Pradhan,"Biswaranjan, Pradhan",SK Dash Ctr Excellence Biosci & Engn & Technol SK,Indian Inst Technol Bhubaneswar,Institute,India,"Anasuya, Roychowdhury",1805,last,1,Biswaranjan,male,1,27
Kuldeep,Dhama,"Kuldeep, Dhama",Div Pathol,ICAR Indian Vet Res Inst,Institute,India,"Kuldeep, Dhama",1806,"first, leader",203,Kuldeep,male,0.99,779
Karam Pal,Singh,"Karam Pal, Singh",Div Pathol,ICAR Indian Vet Res Inst,Institute,India,"Kuldeep, Dhama",1806,other,203,Karam,male,0.9,2251
Khan,Sharun,"Khan, Sharun",Div Surg,ICAR Indian Vet Res Inst,Institute,India,"Kuldeep, Dhama",1806,other,203,Khan,male,0.95,6669
Ruchi,Tiwari,"Ruchi, Tiwari",Vet Microbiol & Immunol,Deen Dayal Upadhayay Pashu Chikitsa Vigyan Vishwa,Research,India,"Kuldeep, Dhama",1806,other,203,Ruchi,female,0.91,291
Yashpal Singh,Malik,"Yashpal Singh, Malik",Div Biol Standardizat,ICAR Indian Vet Res Inst,Institute,India,"Kuldeep, Dhama",1806,other,203,Yashpal,male,0.97,61
Vargab,Baruah,"Vargab, Baruah",Biotechnol,Gauhati Univ,University,India,"Vargab, Baruah",1807,"first, leader",118,Vargab,male,1,2
Sujoy,Bose,"Sujoy, Bose",Biotechnol,Gauhati Univ,University,India,"Vargab, Baruah",1807,last,118,Sujoy,male,0.99,87
Yashpal Singh,Malik,"Yashpal Singh, Malik",Izatnagar 243122,ICAR Indian Vet Res Inst,Institute,India,"Yashpal Singh, Malik",1808,"first, leader",6,Yashpal,male,0.97,61
Shubhankar,Sircar,"Shubhankar, Sircar",Izatnagar 243122,ICAR Indian Vet Res Inst,Institute,India,"Yashpal Singh, Malik",1808,other,6,Shubhankar,male,0.97,33
Sudipta,Bhat,"Sudipta, Bhat",Izatnagar 243122,ICAR Indian Vet Res Inst,Institute,India,"Yashpal Singh, Malik",1808,other,6,Sudipta,male,0.82,113
O R,Vinodhkumar,"O R, Vinodhkumar",Izatnagar 243122,ICAR Indian Vet Res Inst,Institute,India,"Yashpal Singh, Malik",1808,other,6,Vinodhkumar,male,1,5
Ruchi,Tiwari,"Ruchi, Tiwari",Izatnagar 243122,ICAR Indian Vet Res Inst,Institute,India,"Yashpal Singh, Malik",1808,other,6,Ruchi,female,0.91,291
Ranjit,Sah,"Ranjit, Sah",Izatnagar 243122,ICAR Indian Vet Res Inst,Institute,India,"Yashpal Singh, Malik",1808,other,6,Ranjit,male,0.95,647
Ali A,Rabaan,"Ali A, Rabaan",Izatnagar 243122,ICAR Indian Vet Res Inst,Institute,India,"Yashpal Singh, Malik",1808,other,6,Ali,male,0.95,319583
Alfonso J,Rodriguez Morales,"Alfonso J, Rodriguez Morales",Izatnagar 243122,ICAR Indian Vet Res Inst,Institute,India,"Yashpal Singh, Malik",1808,other,6,Alfonso,male,0.99,30170
Kuldeep,Dhama,"Kuldeep, Dhama",Izatnagar 243122,ICAR Indian Vet Res Inst,Institute,India,"Yashpal Singh, Malik",1808,other,6,Kuldeep,male,0.99,779
Vidya M,Mahalmani,"Vidya M, Mahalmani",Pharmacol,PGIMER,Institute,India,"Bikash, Medhi",1809,first,9,Vidya,female,0.85,401
Dhruv,Mahendru,"Dhruv, Mahendru",Pharmacol,PGIMER,Institute,India,"Bikash, Medhi",1809,other,9,Dhruv,male,1,421
Ankita,Semwal,"Ankita, Semwal",Pharmacol,PGIMER,Institute,India,"Bikash, Medhi",1809,other,9,Ankita,female,0.98,479
Sukhmeet,Kaur,"Sukhmeet, Kaur",Pharmacol,PGIMER,Institute,India,"Bikash, Medhi",1809,other,9,Sukhmeet,female,1,0
Harpinder,Kaur,"Harpinder, Kaur",Pharmacol,PGIMER,Institute,India,"Bikash, Medhi",1809,other,9,Harpinder,male,0.81,16
Phulen,Sarma,"Phulen, Sarma",Pharmacol,PGIMER,Institute,India,"Bikash, Medhi",1809,other,9,Phulen,male,1,2
Ajay,Prakash,"Ajay, Prakash",Pharmacol,PGIMER,Institute,India,"Bikash, Medhi",1809,other,9,Ajay,male,0.99,4648
Bikash,Medhi,"Bikash, Medhi",Pharmacol,PGIMER,Institute,India,"Bikash, Medhi",1809,"last, leader",9,Bikash,male,0.99,303
Manisha,Prajapat,"Manisha, Prajapat",Pharmacol,Postgrad Inst Med Educ & Res,Institute,India,"Bikash, Medhi",1810,first,14,Manisha,female,0.97,643
Phulen,Sarma,"Phulen, Sarma",Pharmacol,Postgrad Inst Med Educ & Res,Institute,India,"Bikash, Medhi",1810,other,14,Phulen,male,1,2
Nishant,Shekhar,"Nishant, Shekhar",Pharmacol,Postgrad Inst Med Educ & Res,Institute,India,"Bikash, Medhi",1810,other,14,Nishant,male,0.99,948
Ajay,Prakash,"Ajay, Prakash",Pharmacol,Postgrad Inst Med Educ & Res,Institute,India,"Bikash, Medhi",1810,other,14,Ajay,male,0.99,4648
Hardeep,Kaur,"Hardeep, Kaur",Pharmacol,Postgrad Inst Med Educ & Res,Institute,India,"Bikash, Medhi",1810,other,14,Hardeep,male,0.87,309
Subodh,Kumar,"Subodh, Kumar",Pharmacol,Postgrad Inst Med Educ & Res,Institute,India,"Bikash, Medhi",1810,other,14,Subodh,male,0.98,228
Seema,Bansal,"Seema, Bansal",Pharmacol,Postgrad Inst Med Educ & Res,Institute,India,"Bikash, Medhi",1810,other,14,Seema,female,0.95,665
Amit Raj,Sharma,"Amit Raj, Sharma",Pharmacol,Postgrad Inst Med Educ & Res,Institute,India,"Bikash, Medhi",1810,other,14,Amit,male,0.99,8292
Bikash,Medhi,"Bikash, Medhi",Pharmacol,Postgrad Inst Med Educ & Res,Institute,India,"Bikash, Medhi",1810,leader,14,Bikash,male,0.99,303
Pramod,Avti,"Pramod, Avti",Biophys,Postgrad Inst Med Educ & Res,Institute,India,"Bikash, Medhi",1810,other,14,Pramod,male,0.99,1074
Anusuya,Bhattacharyya,"Anusuya, Bhattacharyya",Ophthalmol,Govt Med Coll & Hosp,College,India,"Bikash, Medhi",1810,last,14,Anusuya,female,0.94,18
